order_id,datetime,day_of_week,item,quantity,unit_price,total
2326,2025-01-07 17:36:24,Tuesday,Toast,1,70.0,70.0
2327,2025-01-07 17:38:22,Tuesday,Toast,1,70.0,70.0
2328,2025-01-07 17:41:30,Tuesday,Toast,1,70.0,70.0
2329,2025-01-07 17:44:14,Tuesday,Toast,1,70.0,70.0
2330,2025-01-07 17:44:17,Tuesday,Toast,1,70.0,70.0
2331,2025-01-07 17:46:30,Tuesday,Toast,1,70.0,70.0
2332,2025-01-07 17:47:11,Tuesday,Toast,1,70.0,70.0
2333,2025-01-07 17:51:08,Tuesday,Toast,2,70.0,140.0
2334,2025-01-07 17:51:26,Tuesday,Toast,1,70.0,70.0
2336,2025-01-07 17:54:13,Tuesday,Toast,1,70.0,70.0
2335,2025-01-07 17:54:59,Tuesday,Toast,1,70.0,70.0
2337,2025-01-07 17:58:23,Tuesday,Toast,1,70.0,70.0
2339,2025-01-07 17:59:07,Tuesday,Toast,1,70.0,70.0
2338,2025-01-07 17:59:28,Tuesday,Toast,1,70.0,70.0
2340,2025-01-07 18:00:33,Tuesday,Toast,1,70.0,70.0
2342,2025-01-07 18:01:37,Tuesday,Toast,1,70.0,70.0
2341,2025-01-07 18:01:55,Tuesday,Toast,1,70.0,70.0
2343,2025-01-07 18:02:03,Tuesday,Toast,1,70.0,70.0
2344,2025-01-07 18:02:10,Tuesday,Toast,1,70.0,70.0
2345,2025-01-07 18:04:24,Tuesday,Toast,1,70.0,70.0
2346,2025-01-07 18:07:51,Tuesday,Toast,1,70.0,70.0
2347,2025-01-07 18:08:01,Tuesday,Toast,1,70.0,70.0
2348,2025-01-07 18:12:39,Tuesday,Toast,2,70.0,140.0
2349,2025-01-07 18:13:16,Tuesday,Toast,2,70.0,140.0
2351,2025-01-07 18:14:30,Tuesday,Toast,1,70.0,70.0
2350,2025-01-07 18:14:33,Tuesday,Toast,2,70.0,140.0
2352,2025-01-07 18:15:58,Tuesday,Toast,2,70.0,140.0
2353,2025-01-07 18:16:22,Tuesday,Toast,1,70.0,70.0
2354,2025-01-07 18:16:55,Tuesday,Toast,1,70.0,70.0
2355,2025-01-07 18:17:21,Tuesday,Toast,1,70.0,70.0
2357,2025-01-07 18:17:22,Tuesday,Toast,1,70.0,70.0
2356,2025-01-07 18:17:56,Tuesday,Toast,2,70.0,140.0
2360,2025-01-07 18:18:20,Tuesday,Toast,1,70.0,70.0
2358,2025-01-07 18:18:37,Tuesday,Toast,1,70.0,70.0
2359,2025-01-07 18:18:45,Tuesday,Toast,1,70.0,70.0
2361,2025-01-07 18:19:21,Tuesday,Toast,1,70.0,70.0
2362,2025-01-07 18:20:18,Tuesday,Toast,2,70.0,140.0
2363,2025-01-07 18:22:19,Tuesday,Toast,1,70.0,70.0
2364,2025-01-07 18:23:11,Tuesday,Toast,1,70.0,70.0
2365,2025-01-07 18:23:46,Tuesday,Toast,1,70.0,70.0
2366,2025-01-07 18:24:04,Tuesday,Toast,1,70.0,70.0
2367,2025-01-07 18:24:51,Tuesday,Toast,1,70.0,70.0
2368,2025-01-07 18:25:14,Tuesday,Toast,1,70.0,70.0
2370,2025-01-07 18:26:04,Tuesday,Toast,1,70.0,70.0
2369,2025-01-07 18:26:07,Tuesday,Toast,1,70.0,70.0
2371,2025-01-07 18:27:32,Tuesday,Toast,2,70.0,140.0
2372,2025-01-07 18:28:58,Tuesday,Toast,1,70.0,70.0
2373,2025-01-07 18:29:39,Tuesday,Toast,2,70.0,140.0
2374,2025-01-07 18:30:32,Tuesday,Toast,1,70.0,70.0
2375,2025-01-07 18:32:15,Tuesday,Toast,1,70.0,70.0
2376,2025-01-07 18:33:02,Tuesday,Toast,1,70.0,70.0
2378,2025-01-07 18:34:45,Tuesday,Toast,1,70.0,70.0
2377,2025-01-07 18:34:52,Tuesday,Toast,1,70.0,70.0
2380,2025-01-07 18:37:30,Tuesday,Toast,1,70.0,70.0
2379,2025-01-07 18:37:52,Tuesday,Toast,1,70.0,70.0
2382,2025-01-07 18:38:35,Tuesday,Toast,2,70.0,140.0
2381,2025-01-07 18:38:43,Tuesday,Toast,1,70.0,70.0
2383,2025-01-07 18:40:19,Tuesday,Toast,2,70.0,140.0
2384,2025-01-07 18:41:32,Tuesday,Toast,1,70.0,70.0
2385,2025-01-07 18:41:38,Tuesday,Toast,1,70.0,70.0
2387,2025-01-07 18:43:51,Tuesday,Toast,1,70.0,70.0
2386,2025-01-07 18:43:54,Tuesday,Toast,1,70.0,70.0
2388,2025-01-07 18:44:26,Tuesday,Toast,1,70.0,70.0
2389,2025-01-07 18:45:06,Tuesday,Toast,1,70.0,70.0
2390,2025-01-07 18:45:54,Tuesday,Toast,1,70.0,70.0
2391,2025-01-07 18:46:22,Tuesday,Toast,2,70.0,140.0
2393,2025-01-07 18:47:01,Tuesday,Toast,2,70.0,140.0
2392,2025-01-07 18:47:33,Tuesday,Toast,2,70.0,140.0
2395,2025-01-07 18:48:14,Tuesday,Toast,2,70.0,140.0
2397,2025-01-07 18:48:26,Tuesday,Toast,2,70.0,140.0
2394,2025-01-07 18:48:37,Tuesday,Toast,1,70.0,70.0
2396,2025-01-07 18:48:51,Tuesday,Toast,1,70.0,70.0
2398,2025-01-07 18:49:12,Tuesday,Toast,2,70.0,140.0
2401,2025-01-07 18:50:17,Tuesday,Toast,1,70.0,70.0
2400,2025-01-07 18:50:22,Tuesday,Toast,1,70.0,70.0
2399,2025-01-07 18:50:42,Tuesday,Toast,1,70.0,70.0
2403,2025-01-07 18:51:58,Tuesday,Toast,1,70.0,70.0
2402,2025-01-07 18:51:59,Tuesday,Toast,1,70.0,70.0
2404,2025-01-07 18:52:09,Tuesday,Toast,1,70.0,70.0
2405,2025-01-07 18:52:14,Tuesday,Toast,1,70.0,70.0
2407,2025-01-07 18:53:24,Tuesday,Toast,1,70.0,70.0
2406,2025-01-07 18:53:30,Tuesday,Toast,1,70.0,70.0
2408,2025-01-07 18:54:02,Tuesday,Toast,1,70.0,70.0
2411,2025-01-07 18:54:05,Tuesday,Toast,1,70.0,70.0
2410,2025-01-07 18:54:25,Tuesday,Toast,1,70.0,70.0
2409,2025-01-07 18:54:56,Tuesday,Toast,1,70.0,70.0
2413,2025-01-07 18:55:25,Tuesday,Toast,1,70.0,70.0
2412,2025-01-07 18:55:44,Tuesday,Toast,2,70.0,140.0
2414,2025-01-07 18:55:49,Tuesday,Toast,1,70.0,70.0
2415,2025-01-07 18:56:33,Tuesday,Toast,1,70.0,70.0
2416,2025-01-07 18:57:00,Tuesday,Toast,1,70.0,70.0
2417,2025-01-07 18:57:08,Tuesday,Toast,1,70.0,70.0
2418,2025-01-07 18:57:32,Tuesday,Toast,1,70.0,70.0
2419,2025-01-07 18:58:18,Tuesday,Toast,1,70.0,70.0
2421,2025-01-07 18:58:45,Tuesday,Toast,1,70.0,70.0
2420,2025-01-07 18:58:52,Tuesday,Toast,1,70.0,70.0
2424,2025-01-07 18:59:24,Tuesday,Toast,1,70.0,70.0
2425,2025-01-07 18:59:35,Tuesday,Toast,1,70.0,70.0
2422,2025-01-07 18:59:53,Tuesday,Toast,1,70.0,70.0
2423,2025-01-07 18:59:53,Tuesday,Toast,1,70.0,70.0
2427,2025-01-07 19:00:13,Tuesday,Toast,1,70.0,70.0
2426,2025-01-07 19:00:23,Tuesday,Toast,1,70.0,70.0
2430,2025-01-07 19:01:02,Tuesday,Toast,2,70.0,140.0
2429,2025-01-07 19:01:31,Tuesday,Toast,1,70.0,70.0
2428,2025-01-07 19:01:41,Tuesday,Toast,1,70.0,70.0
2432,2025-01-07 19:02:02,Tuesday,Toast,1,70.0,70.0
2431,2025-01-07 19:02:03,Tuesday,Toast,1,70.0,70.0
2433,2025-01-07 19:03:09,Tuesday,Toast,1,70.0,70.0
2435,2025-01-07 19:03:16,Tuesday,Toast,1,70.0,70.0
2434,2025-01-07 19:03:35,Tuesday,Toast,1,70.0,70.0
2436,2025-01-07 19:05:08,Tuesday,Toast,1,70.0,70.0
2439,2025-01-07 19:05:35,Tuesday,Toast,1,70.0,70.0
2438,2025-01-07 19:05:40,Tuesday,Toast,1,70.0,70.0
2437,2025-01-07 19:05:57,Tuesday,Toast,2,70.0,140.0
2441,2025-01-07 19:06:31,Tuesday,Toast,1,70.0,70.0
2440,2025-01-07 19:06:35,Tuesday,Toast,1,70.0,70.0
2445,2025-01-07 19:07:08,Tuesday,Toast,1,70.0,70.0
2446,2025-01-07 19:07:19,Tuesday,Toast,1,70.0,70.0
2443,2025-01-07 19:07:25,Tuesday,Toast,1,70.0,70.0
2447,2025-01-07 19:07:36,Tuesday,Toast,2,70.0,140.0
2442,2025-01-07 19:07:57,Tuesday,Toast,1,70.0,70.0
2444,2025-01-07 19:07:59,Tuesday,Toast,1,70.0,70.0
2448,2025-01-07 19:08:21,Tuesday,Toast,1,70.0,70.0
2449,2025-01-07 19:09:08,Tuesday,Toast,1,70.0,70.0
2450,2025-01-07 19:09:15,Tuesday,Toast,1,70.0,70.0
2451,2025-01-07 19:10:01,Tuesday,Toast,1,70.0,70.0
2452,2025-01-07 19:10:16,Tuesday,Toast,2,70.0,140.0
2453,2025-01-07 19:11:17,Tuesday,Toast,2,70.0,140.0
2456,2025-01-07 19:12:09,Tuesday,Toast,2,70.0,140.0
2454,2025-01-07 19:12:48,Tuesday,Toast,1,70.0,70.0
2455,2025-01-07 19:12:48,Tuesday,Toast,1,70.0,70.0
2458,2025-01-07 19:13:32,Tuesday,Toast,1,70.0,70.0
2457,2025-01-07 19:13:48,Tuesday,Toast,1,70.0,70.0
2459,2025-01-07 19:14:42,Tuesday,Toast,1,70.0,70.0
2460,2025-01-07 19:15:17,Tuesday,Toast,2,70.0,140.0
2462,2025-01-07 19:16:34,Tuesday,Toast,1,70.0,70.0
2461,2025-01-07 19:16:55,Tuesday,Toast,1,70.0,70.0
2463,2025-01-07 19:17:48,Tuesday,Toast,1,70.0,70.0
2465,2025-01-07 19:18:00,Tuesday,Toast,2,70.0,140.0
2466,2025-01-07 19:18:13,Tuesday,Toast,1,70.0,70.0
2464,2025-01-07 19:18:40,Tuesday,Toast,1,70.0,70.0
2469,2025-01-07 19:19:10,Tuesday,Toast,1,70.0,70.0
2467,2025-01-07 19:19:16,Tuesday,Toast,1,70.0,70.0
2468,2025-01-07 19:19:54,Tuesday,Toast,2,70.0,140.0
2472,2025-01-07 19:20:12,Tuesday,Toast,1,70.0,70.0
2471,2025-01-07 19:20:28,Tuesday,Toast,1,70.0,70.0
2470,2025-01-07 19:20:34,Tuesday,Toast,1,70.0,70.0
2473,2025-01-07 19:21:21,Tuesday,Toast,2,70.0,140.0
2475,2025-01-07 19:23:06,Tuesday,Toast,2,70.0,140.0
2474,2025-01-07 19:23:18,Tuesday,Toast,1,70.0,70.0
2476,2025-01-07 19:23:19,Tuesday,Toast,1,70.0,70.0
2477,2025-01-07 19:24:40,Tuesday,Toast,1,70.0,70.0
2478,2025-01-07 19:25:01,Tuesday,Toast,1,70.0,70.0
2482,2025-01-07 19:26:18,Tuesday,Toast,1,70.0,70.0
2481,2025-01-07 19:26:19,Tuesday,Toast,1,70.0,70.0
2479,2025-01-07 19:26:25,Tuesday,Toast,1,70.0,70.0
2480,2025-01-07 19:26:55,Tuesday,Toast,1,70.0,70.0
2483,2025-01-07 19:27:22,Tuesday,Toast,1,70.0,70.0
2484,2025-01-07 19:27:38,Tuesday,Toast,2,70.0,140.0
2485,2025-01-07 19:28:52,Tuesday,Toast,2,70.0,140.0
2486,2025-01-07 19:29:10,Tuesday,Toast,1,70.0,70.0
2487,2025-01-07 19:29:57,Tuesday,Toast,2,70.0,140.0
2488,2025-01-07 19:30:42,Tuesday,Toast,1,70.0,70.0
2490,2025-01-07 19:31:40,Tuesday,Toast,1,70.0,70.0
2489,2025-01-07 19:31:50,Tuesday,Toast,1,70.0,70.0
2491,2025-01-07 19:32:18,Tuesday,Toast,1,70.0,70.0
2493,2025-01-07 19:33:17,Tuesday,Toast,1,70.0,70.0
2494,2025-01-07 19:33:40,Tuesday,Toast,1,70.0,70.0
2492,2025-01-07 19:33:45,Tuesday,Toast,1,70.0,70.0
2495,2025-01-07 19:34:34,Tuesday,Toast,1,70.0,70.0
2496,2025-01-07 19:35:05,Tuesday,Toast,1,70.0,70.0
2497,2025-01-07 19:35:51,Tuesday,Toast,1,70.0,70.0
2500,2025-01-07 19:36:16,Tuesday,Toast,1,70.0,70.0
2499,2025-01-07 19:36:43,Tuesday,Toast,2,70.0,140.0
2498,2025-01-07 19:36:54,Tuesday,Toast,1,70.0,70.0
2502,2025-01-07 19:37:14,Tuesday,Toast,1,70.0,70.0
2501,2025-01-07 19:37:42,Tuesday,Toast,2,70.0,140.0
2503,2025-01-07 19:38:40,Tuesday,Toast,3,70.0,210.0
2504,2025-01-07 19:40:43,Tuesday,Toast,2,70.0,140.0
2505,2025-01-07 19:41:11,Tuesday,Toast,1,70.0,70.0
2506,2025-01-07 19:44:52,Tuesday,Toast,1,70.0,70.0
2507,2025-01-07 19:45:13,Tuesday,Toast,1,70.0,70.0
2508,2025-01-07 19:45:27,Tuesday,Toast,1,70.0,70.0
2509,2025-01-07 19:46:15,Tuesday,Toast,1,70.0,70.0
2510,2025-01-07 19:47:12,Tuesday,Toast,2,70.0,140.0
2511,2025-01-07 19:47:56,Tuesday,Toast,1,70.0,70.0
2513,2025-01-07 19:48:05,Tuesday,Toast,1,70.0,70.0
2514,2025-01-07 19:48:08,Tuesday,Toast,1,70.0,70.0
2512,2025-01-07 19:48:42,Tuesday,Toast,1,70.0,70.0
2516,2025-01-07 19:51:04,Tuesday,Toast,1,70.0,70.0
2515,2025-01-07 19:51:05,Tuesday,Toast,1,70.0,70.0
2517,2025-01-07 19:51:37,Tuesday,Toast,1,70.0,70.0
2518,2025-01-07 19:51:51,Tuesday,Toast,1,70.0,70.0
2519,2025-01-07 19:53:49,Tuesday,Toast,1,70.0,70.0
2520,2025-01-07 19:54:41,Tuesday,Toast,1,70.0,70.0
2521,2025-01-07 19:56:14,Tuesday,Toast,1,70.0,70.0
2522,2025-01-07 19:56:14,Tuesday,Toast,1,70.0,70.0
2523,2025-01-07 19:56:39,Tuesday,Toast,1,70.0,70.0
2524,2025-01-07 19:57:28,Tuesday,Toast,1,70.0,70.0
2525,2025-01-07 20:00:07,Tuesday,Toast,1,70.0,70.0
2526,2025-01-07 20:03:28,Tuesday,Toast,1,70.0,70.0
2527,2025-01-07 20:03:51,Tuesday,Toast,1,70.0,70.0
2528,2025-01-07 20:04:41,Tuesday,Toast,1,70.0,70.0
2529,2025-01-07 20:05:24,Tuesday,Toast,2,70.0,140.0
2530,2025-01-07 20:06:41,Tuesday,Toast,1,70.0,70.0
2531,2025-01-07 20:06:51,Tuesday,Toast,1,70.0,70.0
2532,2025-01-07 20:08:46,Tuesday,Toast,1,70.0,70.0
2533,2025-01-07 20:09:08,Tuesday,Toast,2,70.0,140.0
2534,2025-01-07 20:09:47,Tuesday,Toast,1,70.0,70.0
2535,2025-01-07 20:10:54,Tuesday,Toast,1,70.0,70.0
2536,2025-01-07 20:14:19,Tuesday,Toast,1,70.0,70.0
2538,2025-01-07 20:16:22,Tuesday,Toast,1,70.0,70.0
2537,2025-01-07 20:16:33,Tuesday,Toast,1,70.0,70.0
2539,2025-01-07 20:19:31,Tuesday,Toast,1,70.0,70.0
2540,2025-01-07 20:20:59,Tuesday,Toast,1,70.0,70.0
2541,2025-01-07 20:21:53,Tuesday,Toast,1,70.0,70.0
2542,2025-01-07 20:26:36,Tuesday,Toast,1,70.0,70.0
2543,2025-01-07 20:27:16,Tuesday,Toast,1,70.0,70.0
2544,2025-01-07 20:29:34,Tuesday,Toast,1,70.0,70.0
2545,2025-01-07 20:31:44,Tuesday,Toast,1,70.0,70.0
2546,2025-01-07 20:34:20,Tuesday,Toast,1,70.0,70.0
2547,2025-01-07 20:40:57,Tuesday,Toast,1,70.0,70.0
2548,2025-01-07 20:41:01,Tuesday,Toast,1,70.0,70.0
2549,2025-01-07 20:45:09,Tuesday,Toast,2,70.0,140.0
2550,2025-01-07 20:46:41,Tuesday,Toast,1,70.0,70.0
2551,2025-01-07 20:47:42,Tuesday,Toast,1,70.0,70.0
2552,2025-01-07 20:47:50,Tuesday,Toast,1,70.0,70.0
2553,2025-01-07 20:49:10,Tuesday,Toast,1,70.0,70.0
2554,2025-01-07 20:49:12,Tuesday,Toast,1,70.0,70.0
2557,2025-01-07 20:51:32,Tuesday,Toast,1,70.0,70.0
2555,2025-01-07 20:51:34,Tuesday,Toast,1,70.0,70.0
2556,2025-01-07 20:51:57,Tuesday,Toast,1,70.0,70.0
2558,2025-01-07 20:53:54,Tuesday,Toast,1,70.0,70.0
2559,2025-01-07 20:55:25,Tuesday,Toast,1,70.0,70.0
2560,2025-01-07 20:56:19,Tuesday,Toast,1,70.0,70.0
2561,2025-01-07 20:58:26,Tuesday,Toast,1,70.0,70.0
2562,2025-01-08 11:03:38,Wednesday,Toast,1,70.0,70.0
2563,2025-01-08 11:06:03,Wednesday,Toast,1,70.0,70.0
2564,2025-01-08 11:11:53,Wednesday,Toast,1,70.0,70.0
2565,2025-01-08 11:12:18,Wednesday,Toast,1,70.0,70.0
2566,2025-01-08 11:24:18,Wednesday,Toast,1,70.0,70.0
2567,2025-01-08 11:27:17,Wednesday,Toast,1,70.0,70.0
2568,2025-01-08 11:29:17,Wednesday,Toast,1,70.0,70.0
2569,2025-01-08 11:32:03,Wednesday,Toast,1,70.0,70.0
2570,2025-01-08 11:39:57,Wednesday,Toast,1,70.0,70.0
2571,2025-01-08 11:41:34,Wednesday,Toast,1,70.0,70.0
2572,2025-01-08 11:42:13,Wednesday,Toast,2,70.0,140.0
2573,2025-01-08 11:46:50,Wednesday,Toast,2,70.0,140.0
2574,2025-01-08 11:48:42,Wednesday,Toast,1,70.0,70.0
2575,2025-01-08 11:48:53,Wednesday,Toast,1,70.0,70.0
2576,2025-01-08 11:50:13,Wednesday,Toast,1,70.0,70.0
2577,2025-01-08 11:50:27,Wednesday,Toast,1,70.0,70.0
2578,2025-01-08 11:51:23,Wednesday,Toast,1,70.0,70.0
2579,2025-01-08 11:53:19,Wednesday,Toast,2,70.0,140.0
2580,2025-01-08 11:54:00,Wednesday,Toast,1,70.0,70.0
2581,2025-01-08 11:54:40,Wednesday,Toast,1,70.0,70.0
2582,2025-01-08 11:56:17,Wednesday,Toast,1,70.0,70.0
2583,2025-01-08 11:57:48,Wednesday,Toast,1,70.0,70.0
2584,2025-01-08 11:59:45,Wednesday,Toast,1,70.0,70.0
2585,2025-01-08 12:00:17,Wednesday,Toast,2,70.0,140.0
2586,2025-01-08 12:01:19,Wednesday,Toast,1,70.0,70.0
2587,2025-01-08 12:02:13,Wednesday,Toast,1,70.0,70.0
2588,2025-01-08 12:03:19,Wednesday,Toast,1,70.0,70.0
2591,2025-01-08 12:03:22,Wednesday,Toast,1,70.0,70.0
2590,2025-01-08 12:03:25,Wednesday,Toast,1,70.0,70.0
2589,2025-01-08 12:03:53,Wednesday,Toast,1,70.0,70.0
2592,2025-01-08 12:06:09,Wednesday,Toast,1,70.0,70.0
2593,2025-01-08 12:07:02,Wednesday,Toast,2,70.0,140.0
2594,2025-01-08 12:07:19,Wednesday,Toast,1,70.0,70.0
2595,2025-01-08 12:07:58,Wednesday,Toast,1,70.0,70.0
2598,2025-01-08 12:08:20,Wednesday,Toast,1,70.0,70.0
2597,2025-01-08 12:08:27,Wednesday,Toast,1,70.0,70.0
2596,2025-01-08 12:08:38,Wednesday,Toast,1,70.0,70.0
2600,2025-01-08 12:09:09,Wednesday,Toast,1,70.0,70.0
2599,2025-01-08 12:09:14,Wednesday,Toast,1,70.0,70.0
2602,2025-01-08 12:09:33,Wednesday,Toast,1,70.0,70.0
2601,2025-01-08 12:09:59,Wednesday,Toast,1,70.0,70.0
2603,2025-01-08 12:10:44,Wednesday,Toast,1,70.0,70.0
2604,2025-01-08 12:11:56,Wednesday,Toast,2,70.0,140.0
2605,2025-01-08 12:12:08,Wednesday,Toast,1,70.0,70.0
2606,2025-01-08 12:13:05,Wednesday,Toast,1,70.0,70.0
2608,2025-01-08 12:13:15,Wednesday,Toast,1,70.0,70.0
2607,2025-01-08 12:13:55,Wednesday,Toast,1,70.0,70.0
2609,2025-01-08 12:14:00,Wednesday,Toast,1,70.0,70.0
2610,2025-01-08 12:16:35,Wednesday,Toast,1,70.0,70.0
2612,2025-01-08 12:17:02,Wednesday,Toast,2,70.0,140.0
2611,2025-01-08 12:17:11,Wednesday,Toast,2,70.0,140.0
2613,2025-01-08 12:18:16,Wednesday,Toast,1,70.0,70.0
2614,2025-01-08 12:18:24,Wednesday,Toast,1,70.0,70.0
2615,2025-01-08 12:19:20,Wednesday,Toast,1,70.0,70.0
2617,2025-01-08 12:20:26,Wednesday,Toast,1,70.0,70.0
2619,2025-01-08 12:20:31,Wednesday,Toast,1,70.0,70.0
2618,2025-01-08 12:20:37,Wednesday,Toast,1,70.0,70.0
2616,2025-01-08 12:20:42,Wednesday,Toast,1,70.0,70.0
2620,2025-01-08 12:20:53,Wednesday,Toast,1,70.0,70.0
2622,2025-01-08 12:22:23,Wednesday,Toast,1,70.0,70.0
2621,2025-01-08 12:22:29,Wednesday,Toast,1,70.0,70.0
2623,2025-01-08 12:24:34,Wednesday,Toast,1,70.0,70.0
2625,2025-01-08 12:25:07,Wednesday,Toast,1,70.0,70.0
2624,2025-01-08 12:25:12,Wednesday,Toast,1,70.0,70.0
2626,2025-01-08 12:26:53,Wednesday,Toast,1,70.0,70.0
2627,2025-01-08 12:29:50,Wednesday,Toast,1,70.0,70.0
2628,2025-01-08 12:30:04,Wednesday,Toast,1,70.0,70.0
2629,2025-01-08 12:30:23,Wednesday,Toast,1,70.0,70.0
2630,2025-01-08 12:31:19,Wednesday,Toast,1,70.0,70.0
2631,2025-01-08 12:33:41,Wednesday,Toast,1,70.0,70.0
2632,2025-01-08 12:33:46,Wednesday,Toast,1,70.0,70.0
2633,2025-01-08 12:35:57,Wednesday,Toast,1,70.0,70.0
2634,2025-01-08 12:38:47,Wednesday,Toast,1,70.0,70.0
2637,2025-01-08 12:40:02,Wednesday,Toast,1,70.0,70.0
2635,2025-01-08 12:40:45,Wednesday,Toast,1,70.0,70.0
2638,2025-01-08 12:40:47,Wednesday,Toast,1,70.0,70.0
2636,2025-01-08 12:40:53,Wednesday,Toast,2,70.0,140.0
2641,2025-01-08 12:42:13,Wednesday,Toast,1,70.0,70.0
2639,2025-01-08 12:42:28,Wednesday,Toast,1,70.0,70.0
2640,2025-01-08 12:42:46,Wednesday,Toast,1,70.0,70.0
2642,2025-01-08 12:43:53,Wednesday,Toast,1,70.0,70.0
2643,2025-01-08 12:45:51,Wednesday,Toast,1,70.0,70.0
2644,2025-01-08 12:48:30,Wednesday,Toast,1,70.0,70.0
2645,2025-01-08 12:48:56,Wednesday,Toast,1,70.0,70.0
2646,2025-01-08 12:49:39,Wednesday,Toast,1,70.0,70.0
2647,2025-01-08 12:50:21,Wednesday,Toast,2,70.0,140.0
2648,2025-01-08 13:00:13,Wednesday,Toast,1,70.0,70.0
2649,2025-01-08 13:03:27,Wednesday,Toast,1,70.0,70.0
2650,2025-01-08 13:04:19,Wednesday,Toast,1,70.0,70.0
2652,2025-01-08 13:05:29,Wednesday,Toast,1,70.0,70.0
2651,2025-01-08 13:05:40,Wednesday,Toast,1,70.0,70.0
2653,2025-01-08 13:06:22,Wednesday,Toast,1,70.0,70.0
2654,2025-01-08 13:09:48,Wednesday,Toast,1,70.0,70.0
2655,2025-01-08 13:17:37,Wednesday,Toast,1,70.0,70.0
2657,2025-01-08 13:20:07,Wednesday,Toast,1,70.0,70.0
2656,2025-01-08 13:20:16,Wednesday,Toast,1,70.0,70.0
2659,2025-01-08 13:24:11,Wednesday,Toast,1,70.0,70.0
2658,2025-01-08 13:24:35,Wednesday,Toast,2,70.0,140.0
2660,2025-01-08 13:30:00,Wednesday,Toast,1,70.0,70.0
2661,2025-01-08 13:34:21,Wednesday,Toast,1,70.0,70.0
2662,2025-01-08 13:36:47,Wednesday,Toast,1,70.0,70.0
2663,2025-01-08 13:37:56,Wednesday,Toast,1,70.0,70.0
2664,2025-01-08 13:38:46,Wednesday,Toast,1,70.0,70.0
2665,2025-01-08 13:39:17,Wednesday,Toast,1,70.0,70.0
2666,2025-01-08 13:51:23,Wednesday,Toast,1,70.0,70.0
2667,2025-01-08 14:04:32,Wednesday,Toast,1,70.0,70.0
2668,2025-01-08 14:05:34,Wednesday,Toast,1,70.0,70.0
2669,2025-01-08 14:05:58,Wednesday,Toast,1,70.0,70.0
2670,2025-01-08 14:06:21,Wednesday,Toast,1,70.0,70.0
2671,2025-01-08 14:07:58,Wednesday,Toast,1,70.0,70.0
2672,2025-01-08 14:08:00,Wednesday,Toast,1,70.0,70.0
2673,2025-01-08 14:13:57,Wednesday,Toast,1,70.0,70.0
2674,2025-01-08 14:17:16,Wednesday,Toast,1,70.0,70.0
2675,2025-01-08 14:17:22,Wednesday,Toast,1,70.0,70.0
2676,2025-01-08 14:19:38,Wednesday,Toast,1,70.0,70.0
2677,2025-01-08 14:20:03,Wednesday,Toast,1,70.0,70.0
2678,2025-01-08 14:22:30,Wednesday,Toast,1,70.0,70.0
2679,2025-01-08 14:24:54,Wednesday,Toast,1,70.0,70.0
2680,2025-01-08 14:25:05,Wednesday,Toast,1,70.0,70.0
2681,2025-01-08 14:28:09,Wednesday,Toast,1,70.0,70.0
2683,2025-01-08 14:29:35,Wednesday,Toast,1,70.0,70.0
2682,2025-01-08 14:29:57,Wednesday,Toast,1,70.0,70.0
2684,2025-01-08 14:30:25,Wednesday,Toast,1,70.0,70.0
2685,2025-01-08 14:32:03,Wednesday,Toast,1,70.0,70.0
2686,2025-01-08 14:36:18,Wednesday,Toast,1,70.0,70.0
2687,2025-01-08 14:37:24,Wednesday,Toast,1,70.0,70.0
2688,2025-01-08 14:37:28,Wednesday,Toast,1,70.0,70.0
2689,2025-01-08 14:38:13,Wednesday,Toast,1,70.0,70.0
2690,2025-01-08 14:38:14,Wednesday,Toast,1,70.0,70.0
2691,2025-01-08 14:40:49,Wednesday,Toast,1,70.0,70.0
2692,2025-01-08 14:42:27,Wednesday,Toast,1,70.0,70.0
2693,2025-01-08 14:47:14,Wednesday,Toast,1,70.0,70.0
2694,2025-01-08 14:49:56,Wednesday,Toast,1,70.0,70.0
2696,2025-01-08 14:52:26,Wednesday,Toast,1,70.0,70.0
2695,2025-01-08 14:52:52,Wednesday,Toast,1,70.0,70.0
2697,2025-01-08 14:55:06,Wednesday,Toast,1,70.0,70.0
2698,2025-01-08 14:56:51,Wednesday,Toast,1,70.0,70.0
2699,2025-01-08 14:57:40,Wednesday,Toast,1,70.0,70.0
2700,2025-01-08 14:58:04,Wednesday,Toast,2,70.0,140.0
2701,2025-01-08 14:59:13,Wednesday,Toast,1,70.0,70.0
2702,2025-01-08 15:00:07,Wednesday,Toast,1,70.0,70.0
2703,2025-01-08 15:01:07,Wednesday,Toast,1,70.0,70.0
2704,2025-01-08 15:02:44,Wednesday,Toast,1,70.0,70.0
2705,2025-01-08 15:07:16,Wednesday,Toast,2,70.0,140.0
2706,2025-01-08 15:12:33,Wednesday,Toast,1,70.0,70.0
2707,2025-01-08 15:13:08,Wednesday,Toast,2,70.0,140.0
2708,2025-01-08 15:15:01,Wednesday,Toast,1,70.0,70.0
2709,2025-01-08 15:16:13,Wednesday,Toast,1,70.0,70.0
2710,2025-01-08 15:16:54,Wednesday,Toast,1,70.0,70.0
2711,2025-01-08 15:19:44,Wednesday,Toast,1,70.0,70.0
2712,2025-01-08 15:19:47,Wednesday,Toast,1,70.0,70.0
2713,2025-01-08 15:22:38,Wednesday,Toast,1,70.0,70.0
